X-One Reference,Amount,Currency,Buy/Sell,Instrument Name,Product Price,Maturity Date,Trade Date,Option Type,Strike,Broker Fees,Broker Fees Ccy,Underlying Name
ELI-924037547,459425,HKD,Sell,EquityFuture,9775,42761,42754,,,0.00001,HKD,HSCE
ELI-924037546,545706,HKD,Buy,EquityListedOption,1278,43462,42754,P,9600,12521.78,HKD,HSCE
ELI-924014312,26900,KRW,Sell,EquityFuture,269,43083,42754,,,0.00001,KRW,KS200
ELI-924014040,53520,KRW,Buy,EquityFuture,267.6,42803,42754,,,683.52,USD,KS200
ELI-924014311,26750,KRW,Buy,EquityFuture,267.5,42803,42754,,,340.76,USD,KS200
ELI-924014041,53820,KRW,Sell,EquityFuture,269.1,43083,42754,,,0.00001,KRW,KS200
ELI-923153853,44500,HKD,Sell,EquityListedOption,89,42824,42751,C,10400,7256.25,HKD,HSCE
ELI-923153209,79800,HKD,Buy,EquityListedOption,266,42824,42751,C,9800,0.00001,HKD,HSCE
ELI-923153854,27000,HKD,Buy,EquityListedOption,27,42824,42751,C,11000,0.00001,HKD,HSCE
ELI-923165363,916750,HKD,Sell,EquityFuture,9650,42761,42751,,,0.00001,HKD,HSCE
ELI-923165352,378000,HKD,Sell,EquityListedOption,756,43097,42751,P,9400,7237.5,HKD,HSCE
ELI-923152405,34000,HKD,Buy,EquityListedOption,340,42852,42751,C,9800,0.00001,HKD,HSCE
ELI-923153855,290250,HKD,Buy,EquityFuture,9675,42761,42751,,,0.00001,HKD,HSCE
ELI-923152407,38700,HKD,Buy,EquityFuture,9675,42761,42751,,,0.00001,HKD,HSCE
ELI-923153210,112800,HKD,Buy,EquityListedOption,376,42824,42751,P,9800,8707.5,HKD,HSCE
ELI-923165357,180000,HKD,Buy,EquityListedOption,180,43097,42751,P,7200,0.00001,HKD,HSCE
ELI-923153211,203175,HKD,Buy,EquityFuture,9675,42761,42751,,,0.00001,HKD,HSCE
ELI-923220206,38000,HKD,Buy,EquityListedOption,380,42824,42751,P,9800,2902.5,HKD,HSCE
ELI-923152406,43300,HKD,Buy,EquityListedOption,433,42852,42751,P,9800,2902.5,HKD,HSCE
ELI-923220207,67725,HKD,Buy,EquityFuture,9675,42761,42751,,,0.00001,HKD,HSCE
ELI-923220205,26200,HKD,Buy,EquityListedOption,262,42824,42751,C,9800,0.00001,HKD,HSCE
ELI-922820231,752675,HKD,Buy,EquityFuture,9775,42761,42748,,,0.00001,HKD,HSCE
ELI-922821022,16000,HKD,Sell,EquityListedOption,160,43097,42748,C,12000,0.00001,HKD,HSCE
ELI-922821023,351900,HKD,Buy,EquityFuture,9775,42761,42748,,,0.00001,HKD,HSCE
ELI-922819442,58000,HKD,Sell,EquityListedOption,290,43097,42748,P,8000,2925,HKD,HSCE
ELI-922821112,343000,HKD,Sell,EquityFuture,9800,42761,42748,,,0.00001,HKD,HSCE
ELI-922883404,82280,HKD,Buy,EquityListedOption,484,43097,42748,C,10400,2492.62,HKD,HSCE
ELI-922883405,166175,HKD,Sell,EquityFuture,9775,42761,42748,,,0.00001,HKD,HSCE
ELI-922821109,148000,HKD,Buy,EquityListedOption,592,42824,42748,C,9400,3675,HKD,HSCE
ELI-922820229,25000,HKD,Sell,EquityListedOption,100,42761,42748,C,9800,3665.62,HKD,HSCE
ELI-922821021,28400,HKD,Buy,EquityListedOption,284,43097,42748,P,8000,1466.25,HKD,HSCE
ELI-922820230,5000,HKD,Buy,EquityListedOption,10,42761,42748,C,10200,0.00001,HKD,HSCE
ELI-922821110,85000,HKD,Sell,EquityListedOption,170,42824,42748,C,10200,0.00001,HKD,HSCE
ELI-922883403,37400,HKD,Sell,EquityListedOption,220,42915,42748,C,10400,0.00001,HKD,HSCE
ELI-922821111,8750,HKD,Buy,EquityListedOption,35,42824,42748,C,11000,0.00001,HKD,HSCE
ELI-922819443,312000,HKD,Sell,EquityFuture,9750,42761,42748,,,0.00001,HKD,HSCE
ELI-922820003,1790,KRW,Buy,EquityListedOption,17.9,43447,42748,P,260,0.00001,KRW,KS200
ELI-922818892,1790,KRW,Buy,EquityListedOption,17.9,43447,42748,P,260,0.00001,KRW,KS200
ELI-922820004,6456,KRW,Sell,EquityFuture,269,42803,42748,,,0.00001,KRW,KS200
ELI-922820002,2820,KRW,Buy,EquityListedOption,28.2,43447,42748,C,260,685,USD,KS200
ELI-922814455,3560,KRW,Sell,EquityListedOption,17.8,43447,42748,C,280,687,USD,KS200
ELI-922818891,2820,KRW,Buy,EquityListedOption,28.2,43447,42748,C,260,685,USD,KS200
ELI-922819551,35100,KRW,Buy,EquityFuture,270,43447,42748,,,0.00001,KRW,KS200
ELI-922818893,6456,KRW,Sell,EquityFuture,269,42803,42748,,,0.00001,KRW,KS200
ELI-922814454,1400,KRW,Buy,EquityListedOption,7,43447,42748,P,220,0.00001,KRW,KS200
ELI-922470528,162000,HKD,Buy,EquityListedOption,810,43097,42747,C,9600,0.00001,HKD,HSCE
ELI-922470523,103000,HKD,Sell,EquityListedOption,515,42915,42747,C,9600,0.00001,HKD,HSCE
ELI-922470526,107000,HKD,Sell,EquityListedOption,535,42915,42747,P,9600,0.00001,HKD,HSCE
ELI-922525260,90900,HKD,Sell,EquityListedOption,202,42915,42747,P,8600,6564.38,HKD,HSCE
ELI-922470529,164800,HKD,Buy,EquityListedOption,824,43097,42747,P,9600,2925,HKD,HSCE
ELI-922525263,962775,HKD,Sell,EquityFuture,9725,42761,42747,,,0.00001,HKD,HSCE
ELI-922470530,78000,HKD,Sell,EquityFuture,9750,42761,42747,,,0.00001,HKD,HSCE
ELI-922506679,765,KRW,Buy,EquityListedOption,7.65,43265,42747,C,300,0.00001,KRW,KS200
ELI-922506678,760,KRW,Buy,EquityListedOption,7.6,43265,42747,C,300,683.78,USD,KS200
ELI-922506680,16170,KRW,Sell,EquityFuture,269.5,42803,42747,,,0.00001,KRW,KS200
ELI-921810780,76500,HKD,Buy,EquityListedOption,765,43097,42745,C,9600,0.00001,HKD,HSCE
ELI-921804458,231600,HKD,Sell,EquityFuture,9650,42761,42745,,,0.00001,HKD,HSCE
ELI-921804456,516000,HKD,Buy,EquityListedOption,860,43097,42745,P,9600,17370,HKD,HSCE
ELI-921805619,15300,HKD,Buy,EquityListedOption,153,42915,42745,P,18600,3405,HKD,HANGSENG
ELI-921810782,86000,HKD,Buy,EquityListedOption,860,43097,42745,P,9600,2895,HKD,HSCE
ELI-921810784,38600,HKD,Sell,EquityFuture,9650,42761,42745,,,0.00001,HKD,HSCE
ELI-921805620,181600,HKD,Buy,EquityFuture,22700,42761,42745,,,0.00001,HKD,HANGSENG
ELI-921804454,459000,HKD,Buy,EquityListedOption,765,43097,42745,C,9600,0.00001,HKD,HSCE
ELI-921761871,1225,KRW,Sell,EquityListedOption,12.25,43083,42745,P,260,0.00001,KRW,KS200
ELI-921754170,1358.5,KRW,Buy,EquityListedOption,12.35,43083,42745,P,260,0.00001,KRW,KS200
ELI-921754174,5270,KRW,Sell,EquityFuture,263.5,42803,42745,,,0.00001,KRW,KS200
ELI-921761870,1800,KRW,Sell,EquityListedOption,18,43083,42745,C,260,883.83,USD,KS200
ELI-921761868,1800,KRW,Buy,EquityListedOption,9,42838,42745,C,260,0.00001,KRW,KS200
ELI-921754169,1925,KRW,Buy,EquityListedOption,17.5,43083,42745,C,260,726,USD,KS200
ELI-921754171,5270,KRW,Sell,EquityFuture,263.5,42803,42745,,,0.00001,KRW,KS200
ELI-921754173,1543.75,KRW,Buy,EquityListedOption,12.35,43083,42745,P,260,0.00001,KRW,KS200
ELI-921761872,7128,KRW,Sell,EquityFuture,264,42803,42745,,,0.00001,KRW,KS200
ELI-921761869,1000,KRW,Buy,EquityListedOption,5,42838,42745,P,260,0.00001,KRW,KS200
ELI-921754172,2187.5,KRW,Buy,EquityListedOption,17.5,43083,42745,C,260,826,USD,KS200
ELI-921469205,144000,HKD,Buy,EquityFuture,9600,42761,42744,,,0.00001,HKD,HSCE
ELI-921466688,345600,HKD,Buy,EquityFuture,9600,42761,42744,,,0.00001,HKD,HSCE
ELI-921469204,1800,HKD,Sell,EquityListedOption,18,42761,42744,P,9000,0.00001,HKD,HSCE
ELI-921465566,115200,HKD,Sell,EquityFuture,9600,42761,42744,,,0.00001,HKD,HSCE
ELI-921465565,398400,HKD,Buy,EquityListedOption,1328,43462,42744,P,9600,8640,HKD,HSCE
ELI-921465563,267000,HKD,Sell,EquityListedOption,890,43097,42744,P,9600,0.00001,HKD,HSCE
ELI-921466687,51000,HKD,Buy,EquityListedOption,510,43006,42744,P,9000,1440,HKD,HSCE
ELI-921465562,225000,HKD,Sell,EquityListedOption,750,43097,42744,C,9600,0.00001,HKD,HSCE
ELI-921469203,14100,HKD,Buy,EquityListedOption,141,42824,42744,P,9000,1440,HKD,HSCE
ELI-921465564,330000,HKD,Buy,EquityListedOption,1100,43462,42744,C,9600,0.00001,HKD,HSCE
ELI-921463484,5808,KRW,Buy,EquityFuture,264,42803,42744,,,0.00001,KRW,KS200
ELI-921461363,885,KRW,Sell,EquityListedOption,1.77,42775,42744,P,260,0.00001,KRW,KS200
ELI-921461360,2695,KRW,Sell,EquityListedOption,5.39,42775,42744,C,260,0.00001,KRW,KS200
ELI-921461366,1630,KRW,Buy,EquityListedOption,3.26,42803,42744,P,260,0.00001,KRW,KS200
ELI-921463483,323.4,KRW,Buy,EquityListedOption,2.2,42894,42744,P,240,483,USD,KS200
ELI-921461365,3600,KRW,Buy,EquityListedOption,7.2,42803,42744,C,260,6478.78,USD,KS200
ELI-921461368,9240,KRW,Buy,EquityFuture,264,42803,42744,,,0.00001,KRW,KS200
ELI-920533174,1768000,HKD,Sell,EquityFuture,22100,42761,42739,,,0.00001,HKD,HANGSENG
ELI-920533169,710000,HKD,Buy,EquityListedOption,710,42824,42739,C,22000,0.00001,HKD,HANGSENG
ELI-920533170,640000,HKD,Buy,EquityListedOption,640,42824,42739,P,22000,0.00001,HKD,HANGSENG
ELI-920462009,124500,HKD,Sell,EquityListedOption,498,42915,42739,C,9400,0.00001,HKD,HSCE
ELI-920462010,150000,HKD,Sell,EquityListedOption,600,42915,42739,P,9400,7087.5,HKD,HSCE
ELI-920521170,43500,HKD,Buy,EquityListedOption,145,42761,42739,P,9400,4252.5,HKD,HSCE
ELI-920533171,920000,HKD,Sell,EquityListedOption,920,42915,42739,C,22000,0.00001,HKD,HANGSENG
ELI-920533172,1130000,HKD,Sell,EquityListedOption,1130,42915,42739,P,22000,66300,HKD,HANGSENG
ELI-920521171,1275750,HKD,Buy,EquityFuture,9450,42761,42739,,,0.00001,HKD,HSCE
ELI-920464554,400,KRW,Buy,EquityListedOption,1,42866,42739,P,230,653,USD,KS200
ELI-920465006,940,KRW,Sell,EquityListedOption,4.7,43083,42739,P,230,0.00001,KRW,KS200
ELI-920463496,400,KRW,Buy,EquityListedOption,1,42866,42739,P,230,0.00001,KRW,KS200
ELI-920460382,10520,KRW,Buy,EquityFuture,263,42803,42739,,,0.00001,KRW,KS200
ELI-920465007,5260,KRW,Sell,EquityFuture,263,42803,42739,,,0.00001,KRW,KS200
ELI-920462975,630,KRW,Sell,EquityListedOption,3.15,43083,42739,C,300,0.00001,KRW,KS200
ELI-920465005,1000,KRW,Buy,EquityListedOption,1,42866,42739,P,230,0.00001,KRW,KS200
ELI-920463497,940,KRW,Sell,EquityListedOption,4.7,43083,42739,P,230,653,USD,KS200
ELI-920462976,7627,KRW,Sell,EquityFuture,263,42803,42739,,,0.00001,KRW,KS200
ELI-920463499,5260,KRW,Sell,EquityFuture,263,42803,42739,,,0.00001,KRW,KS200
ELI-920463494,200,KRW,Buy,EquityListedOption,1,42866,42739,P,230,0.00001,KRW,KS200
ELI-920464556,13150,KRW,Sell,EquityFuture,263,42803,42739,,,0.00001,KRW,KS200
ELI-920464555,2350,KRW,Sell,EquityListedOption,4.7,43083,42739,P,230,1633,USD,KS200
ELI-920463495,470,KRW,Sell,EquityListedOption,4.7,43083,42739,P,230,326.83,USD,KS200
ELI-920460381,525,KRW,Buy,EquityListedOption,1.05,42866,42739,P,230,1634.15,USD,KS200
ELI-920463498,2630,KRW,Sell,EquityFuture,263,42803,42739,,,0.00001,KRW,KS200
ELI-920462974,1745,KRW,Buy,EquityListedOption,17.45,43083,42739,C,260,326.83,USD,KS200
ELI-920038974,5230,KRW,Buy,EquityFuture,261.5,42803,42737,,,0.00001,KRW,KS200
ELI-920038972,127,KRW,Buy,EquityListedOption,1.27,42866,42737,P,230,650,USD,KS200
ELI-920038843,63.5,KRW,Buy,EquityListedOption,1.27,42866,42737,P,230,323,USD,KS200
ELI-920039119,6799,KRW,Sell,EquityFuture,261.5,42803,42737,,,0.00001,KRW,KS200
ELI-920038844,64,KRW,Buy,EquityListedOption,1.28,42866,42737,P,230,0.00001,KRW,KS200
ELI-920038796,384,KRW,Buy,EquityListedOption,1.28,42866,42737,P,230,0.00001,KRW,KS200
ELI-920038798,1440,KRW,Sell,EquityListedOption,7.2,43083,42737,P,240,649.9,USD,KS200
ELI-920038711,15690,KRW,Buy,EquityFuture,261.5,42803,42737,,,0.00001,KRW,KS200
ELI-920038795,381,KRW,Buy,EquityListedOption,1.27,42866,42737,P,230,1950,KRW,KS200
ELI-920038973,128,KRW,Buy,EquityListedOption,1.28,42866,42737,P,230,0.00001,KRW,KS200
ELI-920039118,720,KRW,Sell,EquityListedOption,7.2,43083,42737,P,240,324.95,USD,KS200
ELI-920038845,13075,KRW,Buy,EquityFuture,261.5,42803,42737,,,0.00001,KRW,KS200
ELI-920038797,13598,KRW,Sell,EquityFuture,261.5,42803,42737,,,0.00001,KRW,KS200
ELI-919797354,603200,HKD,Buy,EquityFuture,9425,42761,42734,,,0.00001,HKD,HSCE
ELI-919762854,28200,HKD,Buy,EquityListedOption,141,42824,42734,P,8600,0.00001,HKD,HSCE
ELI-919762855,30000,HKD,Buy,EquityListedOption,150,42824,42734,C,10000,5640,HKD,HSCE
ELI-919762856,150400,HKD,Sell,EquityFuture,9400,42761,42734,,,0.00001,HKD,HSCE
ELI-919797342,603200,HKD,Sell,EquityFuture,9425,42761,42734,,,0.00001,HKD,HSCE
ELI-919797341,14000,HKD,Sell,EquityListedOption,35,42793,42734,C,10400,0.00001,HKD,HSCE
ELI-919797340,63200,HKD,Buy,EquityListedOption,316,42793,42734,C,9400,2827,HKD,HSCE
ELI-919797353,22800,HKD,Sell,EquityListedOption,57,42793,42734,C,10200,5655,HKD,HSCE
ELI-919453002,162,KRW,Sell,EquityListedOption,1.08,42803,42733,P,240,0.00001,KRW,KS200
ELI-919451524,160.5,KRW,Sell,EquityListedOption,1.07,42803,42733,P,240,0.00001,KRW,KS200
ELI-919451523,705,KRW,Buy,EquityListedOption,2.35,42803,42733,P,250,968,USD,KS200
ELI-919451525,10140,KRW,Buy,EquityFuture,260,42803,42733,,,0.00001,KRW,KS200
ELI-919462353,840,KRW,Buy,EquityListedOption,8.4,42894,42733,P,260,0.00001,KRW,KS200
ELI-919462352,1900,KRW,Buy,EquityListedOption,9.5,42894,42733,C,260,1291.5,USD,KS200
ELI-919462355,15600,KRW,Sell,EquityFuture,260,42803,42733,,,0.00001,KRW,KS200
ELI-919462354,835,KRW,Buy,EquityListedOption,8.35,42894,42733,P,260,0.00001,KRW,KS200
ELI-919169721,675000,HKD,Sell,EquityListedOption,900,43279,42732,C,9200,0.00001,HKD,HSCE
ELI-919169723,137625,HKD,Buy,EquityFuture,9175,42761,42732,,,0.00001,HKD,HSCE
ELI-919169722,862500,HKD,Sell,EquityListedOption,1150,43279,42732,P,9200,20643.75,HKD,HSCE
ELI-919177325,2235,KRW,Buy,EquityListedOption,7.45,43083,42732,P,240,969,USD,KS200
ELI-919177326,19500,KRW,Buy,EquityFuture,260,42803,42732,,,0.00001,KRW,KS200
ELI-918589615,18300,HKD,Buy,EquityFuture,9150,42733,42727,,,0.00001,HKD,HSCE
ELI-918580744,100000,HKD,Buy,EquityListedOption,200,42761,42727,C,9200,0.00001,HKD,HSCE
ELI-918575294,274500,HKD,Sell,EquityFuture,9150,42733,42727,,,0.00001,HKD,HSCE
ELI-918583461,1146875,HKD,Sell,EquityFuture,9175,42761,42727,,,0.00001,HKD,HSCE
ELI-918580745,125000,HKD,Buy,EquityListedOption,250,42761,42727,P,9200,0.00001,HKD,HSCE
ELI-918589613,90000,HKD,Sell,EquityListedOption,900,43279,42727,C,9200,0.00001,HKD,HSCE
ELI-918581210,575000,HKD,Sell,EquityListedOption,575,43097,42727,P,8400,0.00001,HKD,HSCE
ELI-918581209,570000,HKD,Buy,EquityListedOption,1140,43097,42727,P,9600,6862.5,HKD,HSCE
ELI-918580748,410625,HKD,Buy,EquityFuture,9125,42733,42727,,,0.00001,HKD,HSCE
ELI-918580746,440000,HKD,Sell,EquityListedOption,880,43279,42727,C,9200,0.00001,HKD,HSCE
ELI-918581211,137500,HKD,Buy,EquityListedOption,275,43097,42727,P,7200,0.00001,HKD,HSCE
ELI-918580747,593500,HKD,Sell,EquityListedOption,1187,43279,42727,P,9200,27375,HKD,HSCE
ELI-918583459,22500,HKD,Sell,EquityListedOption,45,42761,42727,P,8400,6881.25,HKD,HSCE
ELI-918575293,249000,HKD,Buy,EquityListedOption,830,43097,42727,P,9000,0.00001,HKD,HSCE
ELI-918575292,255600,HKD,Buy,EquityListedOption,852,43097,42727,C,9000,8235,HKD,HSCE
ELI-918589614,116800,HKD,Sell,EquityListedOption,1168,43279,42727,P,9200,2745,HKD,HSCE
ELI-918581212,274500,HKD,Buy,EquityFuture,9150,42733,42727,,,0.00001,HKD,HSCE
ELI-918583460,17500,HKD,Buy,EquityListedOption,35,42761,42727,C,9800,0.00001,HKD,HSCE
ELI-918256937,178088,HKD,Buy,EquityListedOption,394,42793,42726,P,9400,6271.5,HKD,HSCE
ELI-918256939,1295000,HKD,Buy,EquityFuture,9250,42733,42726,,,0.00001,HKD,HSCE
ELI-918265871,644000,HKD,Buy,EquityFuture,9200,42733,42726,,,0.00001,HKD,HSCE
ELI-918300489,12500,HKD,Buy,EquityListedOption,25,42793,42726,C,10400,6900,HKD,HSCE
ELI-918265978,1845000,HKD,Buy,EquityFuture,9225,42733,42726,,,2767,HKD,HSCE
ELI-918256938,63280,HKD,Sell,EquityListedOption,70,42793,42726,P,8200,0.00001,HKD,HSCE
ELI-918265793,1891125,HKD,Sell,EquityFuture,9225,42733,42726,,,0.00001,HKD,HSCE
ELI-918300490,276000,HKD,Sell,EquityFuture,9200,42733,42726,,,0.00001,HKD,HSCE
ELI-918265869,61200,HKD,Buy,EquityListedOption,306,42793,42726,P,9200,2760,HKD,HSCE
ELI-918306844,3468600,HKD,Buy,EquityFuture,9225,42733,42726,,,0.00001,HKD,HSCE
ELI-918265979,1816200,HKD,Sell,EquityFuture,9081,42915,42726,,,0.00001,HKD,HSCE
ELI-918265792,262500,HKD,Buy,EquityListedOption,525,43097,42726,C,9800,6918.75,HKD,HSCE
ELI-918265870,13000,HKD,Sell,EquityListedOption,65,42793,42726,P,8200,0.00001,HKD,HSCE
ELI-918306843,166400,HKD,Buy,EquityListedOption,208,42761,42726,P,9200,11070,HKD,HSCE
ELI-918252999,21.28,KRW,Buy,EquityListedOption,0.28,42803,42726,P,220,494,KRW,KS200
ELI-918253599,20.52,KRW,Buy,EquityListedOption,0.27,42803,42726,P,220,0.00001,KRW,KS200
ELI-918253004,5968.5,KRW,Buy,EquityFuture,259.5,42803,42726,,,0.00001,KRW,KS200
ELI-917952567,12000,HKD,Buy,EquityListedOption,40,42733,42725,P,21400,0.00001,HKD,HANGSENG
ELI-917961785,102850,HKD,Buy,EquityFuture,9350,42733,42725,,,0.00001,HKD,HSCE
ELI-917961784,141250,HKD,Sell,EquityListedOption,565,42915,42725,P,9200,0.00001,HKD,HSCE
ELI-917978988,224400,HKD,Buy,EquityFuture,9350,42733,42725,,,0.00001,HKD,HSCE
ELI-918005197,1460000,HKD,Sell,EquityListedOption,1460,43462,42725,P,9600,14062.5,HKD,HSCE
ELI-917956813,58000,HKD,Sell,EquityListedOption,580,42793,42725,P,21800,0.00001,HKD,HANGSENG
ELI-917953019,781300,HKD,Sell,EquityListedOption,601,43279,42725,P,8000,18184,HKD,HSCE
ELI-917953020,3515525,HKD,Sell,EquityFuture,9325,42733,42725,,,0.00001,HKD,HSCE
ELI-917956814,109375,HKD,Buy,EquityFuture,21875,42733,42725,,,0.00001,HKD,HANGSENG
ELI-917948177,83925,HKD,Sell,EquityFuture,9325,42733,42725,,,0.00001,HKD,HSCE
ELI-917952568,77400,HKD,Sell,EquityListedOption,258,42761,42725,P,21400,9821.25,HKD,HANGSENG
ELI-918005199,1500000,HKD,Sell,EquityFuture,9375,42733,42725,,,0.00001,HKD,HSCE
ELI-917952437,111900,HKD,Sell,EquityFuture,9325,42733,42725,,,0.00001,HKD,HSCE
ELI-917952436,119175,HKD,Sell,EquityListedOption,681,42915,42725,P,9400,4895.62,HKD,HSCE
ELI-917948176,85125,HKD,Sell,EquityListedOption,681,42915,42725,P,9400,3496.88,HKD,HSCE
ELI-917956812,60000,HKD,Sell,EquityListedOption,600,42793,42725,C,21800,6562.5,HKD,HANGSENG
ELI-917952435,79800,HKD,Sell,EquityListedOption,456,42915,42725,C,9400,0.00001,HKD,HSCE
ELI-917961783,142500,HKD,Sell,EquityListedOption,570,42915,42725,C,9200,7012.5,HKD,HSCE
ELI-917948173,57000,HKD,Sell,EquityListedOption,456,42915,42725,C,9400,0.00001,HKD,HSCE
ELI-917978980,246000,HKD,Sell,EquityListedOption,1230,43462,42725,C,9200,5610,HKD,HSCE
ELI-917978984,240000,HKD,Sell,EquityListedOption,1200,43462,42725,P,9200,0.00001,HKD,HSCE
ELI-918005198,900000,HKD,Buy,EquityListedOption,900,43462,42725,P,8400,0.00001,HKD,HSCE
ELI-917952569,1113075,HKD,Sell,EquityFuture,21825,42733,42725,,,0.00001,HKD,HANGSENG
ELI-917955858,4860,KRW,Buy,EquityListedOption,16.2,43083,42725,C,260,981.33,USD,KS200
ELI-917954932,1620,KRW,Buy,EquityListedOption,16.2,43083,42725,C,260,327.11,USD,KS200
ELI-917954934,14067,KRW,Sell,EquityFuture,260.5,42803,42725,,,0.00001,KRW,KS200
ELI-917955859,42201,KRW,Sell,EquityFuture,260.5,42803,42725,,,0.00001,KRW,KS200
ELI-917954933,1620,KRW,Buy,EquityListedOption,16.2,43083,42725,C,260,327.11,USD,KS200
ELI-917953658,5700,KRW,Buy,EquityListedOption,19,43265,42725,P,260,0.00001,KRW,KS200
ELI-917953659,6240,KRW,Sell,EquityFuture,260,42803,42725,,,0.00001,KRW,KS200
ELI-917953657,5775,KRW,Buy,EquityListedOption,19.25,43265,42725,C,260,1305.93,USD,KS200
ELI-917954935,14067,KRW,Sell,EquityFuture,260.5,42803,42725,,,0.00001,KRW,KS200
ELI-917641465,199500,HKD,Sell,EquityListedOption,570,42793,42724,C,21800,0.00001,HKD,HANGSENG
ELI-917641467,152775,HKD,Buy,EquityFuture,21825,42733,42724,,,0.00001,HKD,HANGSENG
ELI-917589179,120000,HKD,Sell,EquityListedOption,600,42793,42724,P,21800,13095,HKD,HANGSENG
ELI-917641466,221550,HKD,Sell,EquityListedOption,633,42793,42724,P,21800,22916.25,HKD,HANGSENG
ELI-917589775,150000,HKD,Sell,EquityListedOption,200,42915,42724,P,8000,10546.88,HKD,HSCE
ELI-917664913,148800,HKD,Buy,EquityFuture,9300,42733,42724,,,0.00001,HKD,HSCE
ELI-917645733,269700,HKD,Sell,EquityFuture,9300,42733,42724,,,0.00001,HKD,HSCE
ELI-917664912,130000,HKD,Buy,EquityListedOption,650,42915,42724,P,9400,5580,HKD,HSCE
ELI-917664911,99600,HKD,Buy,EquityListedOption,498,42915,42724,C,9400,0.00001,HKD,HSCE
ELI-917645732,61500,HKD,Sell,EquityListedOption,615,43279,42724,P,8000,1395,HKD,HSCE
ELI-917589180,87300,HKD,Buy,EquityFuture,21825,42733,42724,,,0.00001,HKD,HANGSENG
ELI-917589776,66000,HKD,Buy,EquityListedOption,88,42915,42724,C,11000,0.00001,HKD,HSCE
ELI-917589777,2109375,HKD,Sell,EquityFuture,9375,42733,42724,,,0.00001,HKD,HSCE
ELI-917589178,119000,HKD,Sell,EquityListedOption,595,42793,42724,C,21800,0.00001,HKD,HANGSENG
ELI-917587894,588.75,KRW,Buy,EquityListedOption,7.85,43083,42724,P,240,0.00001,KRW,KS200
ELI-917587895,10878,KRW,Buy,EquityFuture,259,42803,42724,,,0.00001,KRW,KS200
ELI-917587893,585,KRW,Buy,EquityListedOption,7.8,43083,42724,P,240,490.38,USD,KS200
ELI-917225808,112500,HKD,Buy,EquityFuture,9375,42733,42723,,,0.00001,HKD,HSCE
ELI-917264815,752000,HKD,Buy,EquityFuture,9400,42733,42723,,,0.00001,HKD,HSCE
ELI-917223245,64000,HKD,Buy,EquityListedOption,80,42761,42723,C,23000,0.00001,HKD,HANGSENG
ELI-917222985,12600,HKD,Buy,EquityListedOption,21,42761,42723,P,8200,0.00001,HKD,HSCE
ELI-917222983,20700,HKD,Sell,EquityListedOption,69,42761,42723,P,8800,4230,HKD,HSCE
ELI-917264814,5000,HKD,Sell,EquityListedOption,10,42733,42723,C,9800,0.00001,HKD,HSCE
ELI-917225802,17400,HKD,Buy,EquityListedOption,58,42733,42723,P,9200,0.00001,HKD,HSCE
ELI-917223246,6650000,HKD,Sell,EquityFuture,21875,42733,42723,,,0.00001,HKD,HANGSENG
ELI-917264813,5500,HKD,Buy,EquityListedOption,11,42733,42723,P,8800,7050,HKD,HSCE
ELI-917222987,169200,HKD,Sell,EquityFuture,9400,42733,42723,,,0.00001,HKD,HSCE
ELI-917223244,133600,HKD,Sell,EquityListedOption,167,42761,42723,P,21000,26250,HKD,HANGSENG
ELI-917225805,32800,HKD,Sell,EquityListedOption,164,42761,42723,P,9200,2812.5,HKD,HSCE
ELI-917222188,77700,KRW,Sell,EquityFuture,259,42803,42723,,,983.15,USD,KS200
ELI-917216946,290,KRW,Buy,EquityListedOption,2.9,42803,42723,P,250,327,USD,KS200
ELI-917216947,145,KRW,Sell,EquityListedOption,1.45,42803,42723,C,270,0.00001,KRW,KS200
ELI-917222189,78240,KRW,Buy,EquityFuture,260.8,43083,42723,,,0.00001,KRW,KS200
ELI-917216948,12408,KRW,Buy,EquityFuture,258.5,42803,42723,,,0.00001,KRW,KS200
ELI-916773178,31795.5,KRW,Sell,EquityFuture,258.5,42803,42720,,,0.00001,KRW,KS200
ELI-916684400,28500,HKD,Sell,EquityListedOption,114,42824,42720,P,8400,3543.75,HKD,HSCE
ELI-916683202,179550,HKD,Buy,EquityFuture,9450,42733,42720,,,0.00001,HKD,HSCE
ELI-916739156,249000,HKD,Sell,EquityListedOption,830,43097,42720,C,9400,0.00001,HKD,HSCE
ELI-916739155,258300,HKD,Buy,EquityListedOption,861,43097,42720,P,9400,4275,HKD,HSCE
ELI-916739367,462000,HKD,Buy,EquityFuture,22000,42733,42720,,,0.00001,HKD,HANGSENG
ELI-916683999,27500,HKD,Buy,EquityListedOption,55,42733,42720,P,9200,0.00001,HKD,HSCE
ELI-916696457,84500,HKD,Sell,EquityListedOption,845,43006,42720,P,9600,2865,HKD,HSCE
ELI-916684000,110500,HKD,Sell,EquityListedOption,221,42761,42720,P,9400,7087.5,HKD,HSCE
ELI-916734940,33500,HKD,Sell,EquityListedOption,67,42824,42720,P,8000,7125,HKD,HSCE
ELI-916696456,62000,HKD,Sell,EquityListedOption,620,43006,42720,C,9600,0.00001,HKD,HSCE
ELI-916746466,227400,HKD,Buy,EquityFuture,9475,42733,42720,,,0.00001,HKD,HSCE
ELI-916739366,16200,HKD,Sell,EquityListedOption,108,42793,42720,C,23600,4950,HKD,HANGSENG
